FID,OBJECTID,LabNumber,PDRNumber,Collected_,CtValue,Results,Host,Lab_Set,Cycle_No,Month_,Year_,Program_ID,Activity_I,Situation_,Address,City,State,Zip,County,GRID_NUMBE,Latitude,Longitude,X_ref,Y_ref
129,2487,17-41902,AM0P06567321,8/8/2017,30.41166496,POSITIVE,orange,CDFA, ,8,2017,HLB,42,63,2111 W Crestwood Ln,Anaheim,CA,92804,Orange, ,33.80651,-117.95523,189354,-465585
130,2495,17-41900,AM0P06567321,8/8/2017,31.74240112,POSITIVE,orange,CDFA, ,8,2017,HLB,42,63,2111 W Crestwood Ln,Anaheim,CA,92804,Orange, ,33.80651,-117.95523,189354,-465585
131,2498,17-41984,AM0P06567322,8/8/2017,32.15150452,POSITIVE,orange,CDFA, ,8,2017,HLB,42,63,1911 W Folsom St,Anaheim,CA,92804,Orange, ,33.80654,-117.95079,189765,-465573
132,2499,17-41963,AM0P06567322,8/8/2017,28.20536995,POSITIVE,tangerine,CDFA, ,8,2017,HLB,42,63,1911 W Folsom St,Anaheim,CA,92804,Orange, ,33.80654,-117.95079,189765,-465573
133,2507,17-41973,AM0P06567322,8/8/2017,38.71360016,NEG,tangerine,CDFA, ,8,2017,HLB,42,63,1911 W Folsom St,Anaheim,CA,92804,Orange, ,33.80654,-117.95079,189765,-465573
134,2509,17-41968,AM0P06567322,8/8/2017,26.05353546,POSITIVE,tangerine,CDFA, ,8,2017,HLB,42,63,1911 W Folsom St,Anaheim,CA,92804,Orange, ,33.80654,-117.95079,189765,-465573
135,2531,17-44772,AM0P06567353,8/18/2017,25.52822876,POSITIVE,Mandarin,CDFA, ,8,2017,HLB,42,63,1723 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.804484,-117.951264,189726,-465802
136,2536,17-44764,AM0P06567353,8/18/2017,26.86961937,POSITIVE,Orange,CDFA, ,8,2017,HLB,42,63,1723 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.804484,-117.951264,189726,-465802
137,2543,17-44780,AM0P06567354,8/18/2017,24.02241135,POSITIVE,Lime,CDFA, ,8,2017,HLB,42,63,1621 S Faywood St,Anaheim,CA,92804,Orange, ,33.807673,-117.952174,189634,-465450
138,2573,17-46866,AM0P06567357,8/29/2017,39.91687012,NEG,citrus,CDFA, ,8,2017,HLB,42,63,1313 S Disneyland Dr,Anaheim,CA,92802,Orange, ,33.81201,-117.91821,192768,-464901
139,2585,17-42590,AM0P06567358,8/10/2017,37.56852341,NEG,citrus,CDFA, ,8,2017,HLB,42,63,1313 S Disneyland Dr,Anaheim,CA,92802,Orange, ,33.81172,-117.91726,192857,-464931
140,2652,17-44356,AM0P06567361,8/16/2017,39.16171646,NEG,Citrus,CDFA, ,8,2017,HLB,42,63,1313 S Disneyland Dr,Anaheim,CA,92802,Orange, ,33.817066,-117.922326,192375,-464348
141,2679,17-44534,AM0P06567362,8/16/2017,39.1607132,NEG,Citrus,CDFA, ,8,2017,HLB,42,63,1313 S Disneyland Dr,Anaheim,CA,92802,Orange, ,33.817066,-117.922326,192375,-464348
142,2745,17-44557,AM0P06567362,8/16/2017,39.38581848,NEG,Citrus,CDFA, ,8,2017,HLB,42,63,1313 S Disneyland Dr,Anaheim,CA,92802,Orange, ,33.817066,-117.922326,192375,-464348
143,2949,17-45217,AM0P06567385,8/21/2017,38.14907074,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1719 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.804675,-117.951264,189725,-465781
144,2954,17-45150,AM0P06567386,8/21/2017,26.22041321,POSITIVE,Mandarin,CDFA, ,8,2017,HLB,42,63,2095 W Folsom St,Anaheim,CA,92804,Orange, ,33.806411,-117.954082,189460,-465594
145,2955,17-45155,AM0P06567386,8/21/2017,31.82019043,POSITIVE,Trifoliate,CDFA, ,8,2017,HLB,42,63,2095 W Folsom St,Anaheim,CA,92804,Orange, ,33.806411,-117.954082,189460,-465594
146,2956,17-45159,AM0P06567386,8/21/2017,27.20217133,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,2095 W Folsom St,Anaheim,CA,92804,Orange, ,33.806411,-117.954082,189460,-465594
147,2957,17-45160,AM0P06567386,8/21/2017,26.12137413,POSITIVE,Sweet Lime,CDFA, ,8,2017,HLB,42,63,2095 W Folsom St,Anaheim,CA,92804,Orange, ,33.806411,-117.954082,189460,-465594
148,2959,17-45206,AM0P06567387,8/21/2017,39.71478653,NEG,Orange,CDFA, ,8,2017,HLB,42,63,2026 W Judith Ln,Anaheim,CA,92804,Orange, ,33.804839,-117.953502,189518,-465767
149,2966,17-45212,AM0P06567387,8/21/2017,39.13450623,NEG,Kumquat,CDFA, ,8,2017,HLB,42,63,2026 W Judith Ln,Anaheim,CA,92804,Orange, ,33.804839,-117.953502,189518,-465767
150,2967,17-45205,AM0P06567387,8/21/2017,34.68562317,POSITIVE,Orange,CDFA, ,8,2017,HLB,42,63,2026 W Judith Ln,Anaheim,CA,92804,Orange, ,33.804839,-117.953502,189518,-465767
151,3019,17-34916,AM0P06582359,7/6/2017,39.9949913,NEG,Orange,CDFA, ,7,2017,HLB,42,63,130 S Yale Ave,Fullerton,CA,92831,Orange, ,33.869457,-117.912039,193199,-458519
152,3043,17-36671,AM0P06582465,7/14/2017,28.74826431,POSITIVE,lime,CDFA, ,7,2017,HLB,42,63,920 S Flore St,Anaheim,CA,92802,Orange, ,33.819634,-117.924059,192208,-464067
153,3056,17-37139,AM0P06582470,7/17/2017,39.7544632,NEG,Orange,CDFA, ,7,2017,HLB,42,63,1416 E Hukee Ave,Anaheim,CA,92805,Orange, ,33.825785,-117.894808,194901,-463325
154,3135,17-35369,AM0P06582745,7/7/2017,38.4,NEG,orange,CDFA, ,7,2017,HLB,42,63,5252 Andrew Dr,La Palma,CA,90623,Orange, ,33.85209,-118.0418,181234,-460700
155,3142,17-36195,AM0P06582773,7/10/2017,39.54037476,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,620 E Eton Pl,Anaheim,CA,92805,Orange, ,33.826028,-117.904072,194043,-463318
156,3172,17-36273,AM0P06582803,7/11/2017,37.92156601,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,315 1/2 S Bush St,Anaheim,CA,92805,Orange, ,33.834837,-117.903733,194052,-462340
157,3193,17-36740,AM0P06582851,7/13/2017,39.29810715,NEG,Orange,CDFA, ,7,2017,HLB,42,63,221 N Rose St,Anaheim,CA,92805,Orange, ,33.83962,-117.904614,193959,-461812
158,3202,17-35338,AM0P06582876,7/7/2017,33.01595306,POSITIVE,mexican lime,CDFA, ,7,2017,HLB,42,63,1816 E Clifpark Way,Anaheim,CA,92805,Orange, ,33.82025,-117.891113,195256,-463932
159,3205,17-36279,AM0P06582878,7/11/2017,38.25652695,NEG,Mandarin,CDFA, ,7,2017,HLB,42,63,163 S Bush St,Anaheim,CA,92805,Orange, ,33.836718,-117.904335,193992,-462133
160,3233,17-36690,AM0P06582956,7/14/2017,38.0450325,NEG,Grapefruit,CDFA, ,7,2017,HLB,42,63,842 S Norse Cir,Anaheim,CA,92806,Orange, ,33.830085,-117.88609,195697,-462831
161,3254,17-36742,AM0P06582983,7/13/2017,39.33147812,NEG,Calamondin,CDFA, ,7,2017,HLB,42,63,"322 S Melrose St, Unit 101, 102, 203, 204",Anaheim,CA,92805,Orange, ,33.833604,-117.90801,193660,-462486
162,3436,17-40094,AM0P06583664,8/1/2017,24.67006874,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,2442 E Tryon Ave,Anaheim,CA,92806,Orange, ,33.823893,-117.88085,196197,-463506
163,3441,17-40531,AM0P06583667,8/2/2017,38.83385086,NEG,Orange,CDFA, ,8,2017,HLB,42,63,2509 E Alki Pl,Anaheim,CA,92806,Orange, ,33.819691,-117.879782,196307,-463970
164,3445,17-41121,AM0P06583672,8/4/2017,37.47756958,NEG,Orange,CDFA, ,8,2017,HLB,42,63,612 S Philadelphia St,Anaheim,CA,92805,Orange, ,33.829048,-117.908711,193606,-462992
165,3488,17-39846,AM0P06583738,7/31/2017,37.76833725,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,1407 W Colonial Ave,Anaheim,CA,92802,Orange, ,33.817081,-117.930942,191577,-464364
166,3497,17-40099,AM0P06583742,8/1/2017,38.89485168,NEG,Orange,CDFA, ,8,2017,HLB,42,63,719 S Janss St,Anaheim,CA,92805,Orange, ,33.825397,-117.918733,192687,-463417
167,3501,17-39837,AM0P06583755,7/31/2017,29.38375854,POSITIVE,Orange,CDFA, ,7,2017,HLB,42,63,935 S Caplan St,Anaheim,CA,92802,Orange, ,33.819094,-117.924976,192124,-464129
168,3502,17-39838,AM0P06583755,7/31/2017,29.69471169,POSITIVE,Tangerine,CDFA, ,7,2017,HLB,42,63,935 S Caplan St,Anaheim,CA,92802,Orange, ,33.819094,-117.924976,192124,-464129
169,3533,17-46673,AM0P06709532,8/24/2017,39.91713715,NEG,lemon,CDFA, ,8,2017,HLB,42,63,406 N Bush St,Anaheim,CA,92805,Orange, ,33.841155,-117.905659,193859,-461644
170,3541,17-48826,AM0P06709547,9/6/2017,39.07540894,NEG,Kumquat,CDFA, ,9,2017,HLB,42,63,1184 W Vermont Ave,Anaheim,CA,92802,Orange, ,33.819038,-117.926945,191942,-464139
171,3546,17-49355,AM0P06709556,9/11/2017,26.72472954,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,2135 W Crestwood Ln,Anaheim,CA,92804,Orange, ,33.806347,-117.956224,189262,-465605
172,3551,17-49561,AM0P06709563,9/12/2017,38.60257339,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,11231 Ivanhoe St,Garden Grove,CA,92840,Orange, ,33.799731,-117.950606,189798,-466327
173,3553,17-48005,AM0P06709566,8/30/2017,39.65527344,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1122 W Chateau Ave,Anaheim,CA,92802,Orange, ,33.82197,-117.924598,192152,-463809
174,3562,17-48177,AM0P06709580,8/31/2017,39.21591187,NEG,Key Lime,CDFA, ,8,2017,HLB,42,63,1159 W Locust Ave,Anaheim,CA,92802,Orange, ,33.822392,-117.926146,192008,-463766
175,3579,17-48007,AM0P06709611,8/30/2017,39.27589416,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,312 N Rose St,Anaheim,CA,92805,Orange, ,33.840525,-117.904463,193971,-461711
176,3596,17-49340,AM0P06709640,9/11/2017,28.20898247,POSITIVE,Grapefruit,CDFA, ,9,2017,HLB,42,63,2055 W Folsom St,Anaheim,CA,92804,Orange, ,33.806427,-117.953924,189475,-465592
177,3632,17-51184,AM0P06709887,9/20/2017,30.21022797,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1602 S Jerinne St,Anaheim,CA,92804,Orange, ,33.808125,-117.942303,190547,-465380
178,3637,17-49959,AM0P06709917,9/13/2017,34.03761291,POSITIVE,Kaffir Lime,CDFA, ,9,2017,HLB,42,63,1616 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.807717,-117.951128,189731,-465443
179,3640,17-50208,AM0P06709922,9/14/2017,39.21818542,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,1741 S Varna St,Anaheim,CA,92804,Orange, ,33.803694,-117.943185,190476,-465873
180,3660,17-34738,AM0P06714331,6/29/2017,39.90488052,NEG,Orange,CDFA, ,6,2017,HLB,42,63,1207 E Topaz Ave,Anaheim,CA,92805,Orange, ,33.827297,-117.89865,194541,-463166
181,3714,17-34907,AM0P06714965,6/30/2017,38.41,NEG,lemon,CDFA, ,6,2017,HLB,42,63,160 N Citrus Ranch Rd unit 101,Anaheim,CA,92805,Orange, ,33.839544,-117.90041,194348,-461811
182,3785,17-36209,AM0P06718521,7/10/2017,38.13672638,NEG,Grapefruit,CDFA, ,7,2017,HLB,42,63,14910 Rayfield Dr,La Mirada,CA,90638,Los Angeles, ,33.89519,-117.99601,185370,-455833
183,3824,17-36288,AM0P06718830,7/11/2017,38.30177307,NEG,Tangerine,CDFA, ,7,2017,HLB,42,63,1000 E Broadway,Anaheim,CA,92805,Orange, ,33.835495,-117.903667,194057,-462267
184,3901,17-37209,AM0P06719327,7/17/2017,39.63498688,NEG,Lime,CDFA, ,7,2017,HLB,42,63,16023 Landmark Dr,Whittier,CA,90604,Los Angeles, ,33.91951,-117.98881,185979,-453122
185,3940,17-37216,AM0P06719488,7/17/2017,38.85726166,NEG,kumquat,CDFA, ,7,2017,HLB,42,63,8021 Dawn Cir,La Palma,CA,90623,Orange, ,33.84577,-118.04311,181127,-461404
186,4051,17-39896,AM0P06719943,7/31/2017,39.47097778,NEG,Orange,CDFA, ,7,2017,HLB,42,63,401 A S. Melrose St,Anaheim,CA,92805,Orange, ,33.832918,-117.907876,193674,-462561
187,4111,17-39651,AM0P06720181,7/28/2017,38.07678986,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,1008 W Walnut St,Santa Ana,CA,92703,Orange, ,33.74442,-117.87898,196568,-472314
188,4115,17-39653,AM0P06720225,7/28/2017,39.41644669,NEG,Lime,CDFA, ,7,2017,HLB,42,63,1012 W Pine St,Santa Ana,CA,92703,Orange, ,33.74325,-117.87914,196556,-472444
189,4164,17-44705,AM0P06720891,8/16/2017,39.18253326,NEG,tangerine,CDFA, ,8,2017,HLB,42,63,11268 Belcher St,Norwalk,CA,90650,Los Angeles, ,33.91067,-118.09261,176401,-454301
190,4167,17-48178,AM0P06720898,8/31/2017,39.31257629,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,990 S Ambridge St,Anaheim,CA,92806,Orange, ,33.824727,-117.88219,196071,-463417
191,4211,17-44249,AM0P06721082,8/15/2017,39.3314209,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1316 W Crone Ave,Anaheim,CA,92802,Orange, ,33.821761,-117.93043,191613,-463844
192,4230,17-44844,AM0P06721098,8/17/2017,39.1596756,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,614 S Pandora Pl,Anaheim,CA,92802,Orange, ,33.824726,-117.92932,191709,-463513
193,4266,17-44755,AM0P06721198,8/18/2017,24.51595497,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,1609 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.807933,-117.951194,189724,-465419
194,4312,17-46894,AM0P06721470,8/28/2017,39.71944809,NEG,Kumquat,CDFA, ,8,2017,HLB,42,63,1115 S Laramie St,Anaheim,CA,92806,Orange, ,33.821128,-117.879996,196283,-463811
195,4354,17-48104,AM0P06721742,8/30/2017,39.4144783,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,819 S Shelton St,Santa Ana,CA,92703,Orange, ,33.73662,-117.88038,196457,-473181
196,4361,17-46857,AM0P06721824,8/28/2017,39.45320511,NEG,orange,CDFA, ,8,2017,HLB,42,63,17901 S Denker Ave,Gardena,CA,90248,Los Angeles, ,33.8683,-118.30498,156847,-459372
197,4379,17-48095,AM0P06721970,8/30/2017,39.43214035,NEG,orange,CDFA, ,8,2017,HLB,42,63,1858 S Janette Ln,Anaheim,CA,92802,Orange, ,33.80107,-117.92866,191827,-466135
198,4393,17-50421,AM0P06722085,9/18/2017,38.3694725,NEG,lemon,CDFA, ,9,2017,HLB,42,63,7912 Ruthann Ave,Stanton,CA,90680,Orange, ,33.79874,-117.99414,185769,-466523
199,4404,17-49385,AM0P06722126,9/7/2017,39.12722015,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,730 S Garnsey St,Santa Ana,CA,92701,Orange, ,33.73722,-117.87555,196903,-473105
200,4417,17-51371,AM0P06722195,9/21/2017,36.97052002,INCON, ,CDFA, ,9,2017,HLB,42,63,7983 Stepping Stone Cir,Stanton,CA,90680,Orange, ,33.77962,-117.99361,185863,-468642
201,4446,17-52738,AM0P06722338,9/27/2017,38.29281235,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,201 S Newhope St. Unit A,Santa Ana,CA,92704,Orange, ,33.74412,-117.92851,191979,-472448
202,4452,17-51380,AM0P06722371,9/22/2017,37.57389069,NEG,Kumquat,CDFA, ,9,2017,HLB,42,63,8842 Joyzelle Dr,Garden Grove,CA,92841,Orange, ,33.79784,-117.97806,187260,-466592
203,4466,17-50953,AM0P06722423,9/19/2017,38.43418503,NEG,Orange,CDFA, ,9,2017,HLB,42,63,15302 Summerwood St,Westminster,CA,92683,Orange, ,33.74025,-117.9787,187337,-472978
204,4474,17-51367,AM0P06722443,9/21/2017,38.31623077,NEG,Grapefruit,CDFA, ,9,2017,HLB,42,63,8098 Clover Way,Buena Park,CA,90620,Orange, ,33.85109,-117.99168,185874,-460714
205,4490,17-50934,AM0P06722529,9/19/2017,38.55014801,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,9321 Mirage Ave,Westminster,CA,92683,Orange, ,33.75802,-117.96666,188411,-470984
206,4543,17-40920,AM0P06806695,8/3/2017,39.4552536,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,1199 S Hilda St,Anaheim,CA,92806,Orange, ,33.81902,-117.879742,196312,-464044
207,4583,17-39857,AM0P06806766,7/31/2017,38.36526489,NEG,Orange,CDFA, ,7,2017,HLB,42,63,706 S Citron St,Anaheim,CA,92805,Orange, ,33.825442,-117.920669,192508,-463416
208,4603,17-40061,AM0P06806772,8/1/2017,25.31647682,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,944 S Pepper St,Anaheim,CA,92802,Orange, ,33.818661,-117.925715,192057,-464178
209,4623,17-40065,AM0P06806796,8/1/2017,26.97531509,POSITIVE,Lime,CDFA, ,8,2017,HLB,42,63,936 S Pepper St,Anaheim,CA,92802,Orange, ,33.819048,-117.92577,192051,-464136
210,4627,17-40132,AM0P06806797,8/1/2017,32.31088638,POSITIVE,Orange,CDFA, ,8,2017,HLB,42,63,930 S Pepper St,Anaheim,CA,92802,Orange, ,33.819237,-117.925771,192051,-464115
211,4648,17-40554,AM0P06806807,8/2/2017,38.55733871,NEG,lemon,CDFA, ,8,2017,HLB,42,63,936 S Hampstead St,Anaheim,CA,92802,Orange, ,33.818859,-117.932201,191456,-464170
212,4665,17-41112,AM0P06806813,8/4/2017,37.39651108,NEG,Mandarin,CDFA, ,8,2017,HLB,42,63,1184 W Hampshire Ave,Anaheim,CA,92802,Orange, ,33.8197,-117.927314,191907,-464066
213,4678,17-44719,AM0P06806834,8/15/2017,38.81042099,NEG,Murraya,CDFA, ,8,2017,HLB,42,63,5920 Los Santos Way,Buena Park,CA,90620,Orange, ,33.83706,-118.03152,182220,-462347
214,4679,17-44792,AM0P06806837,8/18/2017,38.70918655,NEG,lemon,CDFA, ,8,2017,HLB,42,63,19311 Fagan Ct,Cerritos,CA,90703,Los Angeles, ,33.85527,-118.07298,178341,-460407
215,4704,17-42879,AM0P06806888,8/14/2017,37.729702,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,705 S Pythias Ave,Anaheim,CA,92802,Orange, ,33.822819,-117.930666,191589,-463727
216,4709,17-41130,AM0P06806895,8/4/2017,37.71068573,NEG,Orange,CDFA, ,8,2017,HLB,42,63,604 S Emily St,Anaheim,CA,92805,Orange, ,33.829059,-117.90971,193513,-462993
217,4713,17-41755,AM0P06806896,8/7/2017,39.91402435,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1158 W Beacon Ave,Anaheim,CA,92802,Orange, ,33.820852,-117.925868,192038,-463936
218,4725,17-47291,AM0P06806907,8/29/2017,39.24411392,NEG,grapefruit,CDFA, ,8,2017,HLB,42,63,520 Princeton Cir E,Fullerton,CA,92831,Orange, ,33.87553,-117.91279,193115,-457847
219,4739,17-48781,AM0P06806911,9/6/2017,28.57044983,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1661 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.805836,-117.951254,189724,-465652
220,4741,17-48841,AM0P06806912,9/6/2017,29.09800911,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1665 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.805684,-117.951254,189724,-465669
221,4742,17-48842,AM0P06806912,9/6/2017,32.82243347,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1665 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.805684,-117.951254,189724,-465669
222,4744,17-48811,AM0P06806913,9/6/2017,30.34243774,POSITIVE,Lemon,CDFA, ,9,2017,HLB,42,63,1711 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.805008,-117.951264,189725,-465744
223,4804,17-44758,AM0P06807037,8/18/2017,36.82950211,POSITIVE,Kaffir Lime,CDFA, ,8,2017,HLB,42,63,2029 W Midwood Ln,Anaheim,CA,92804,Orange, ,33.804121,-117.953411,189528,-465846
224,4847,17-44820,AM0P06807067,8/18/2017,28.27642059,POSITIVE,Mexican Lime,CDFA, ,8,2017,HLB,42,63,511 N Rose St,Anaheim,CA,92805,Orange, ,33.842614,-117.905233,193895,-461481
225,4848,17-44819,AM0P06807067,8/18/2017,27.56641769,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,511 N Rose St,Anaheim,CA,92805,Orange, ,33.842614,-117.905233,193895,-461481
226,4883,17-45168,AM0P06807096,8/21/2017,30.46187973,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,1715 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.804837,-117.951264,189725,-465763
227,4887,17-45175,AM0P06807097,8/21/2017,38.93275833,NEG,Pummelo,CDFA, ,8,2017,HLB,42,63,2123 W Forest Ln,Anaheim,CA,92804,Orange, ,33.805588,-117.955823,189301,-465688
228,4890,17-49135,AM0P06807098,9/8/2017,28.35425949,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,2104 W Crestwood Ln,Anaheim,CA,92804,Orange, ,33.806309,-117.954981,189377,-465607
229,4915,17-49141,AM0P06807156,9/7/2017,32.65803909,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1611 S Faywood St,Anaheim,CA,92804,Orange, ,33.807942,-117.952176,189633,-465420
230,4916,17-49139,AM0P06807156,9/7/2017,32.53958511,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1611 S Faywood St,Anaheim,CA,92804,Orange, ,33.807942,-117.952176,189633,-465420
231,4918,17-49140,AM0P06807156,9/7/2017,27.37913322,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1611 S Faywood St,Anaheim,CA,92804,Orange, ,33.807942,-117.952176,189633,-465420
232,4919,17-49142,AM0P06807156,9/7/2017,39.16653824,NEG,Pummelo,CDFA, ,9,2017,HLB,42,63,1611 S Faywood St,Anaheim,CA,92804,Orange, ,33.807942,-117.952176,189633,-465420
233,4920,17-49149,AM0P06807158,9/7/2017,29.77862167,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,2131 W Crestwood Ln,Anaheim,CA,92804,Orange, ,33.806366,-117.956146,189269,-465603
234,4921,17-49150,AM0P06807158,9/7/2017,28.36331749,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,2131 W Crestwood Ln,Anaheim,CA,92804,Orange, ,33.806366,-117.956146,189269,-465603
235,4994,17-46366,AM0P06807949,8/23/2017,37.84770584,NEG,Lemon Graft,CDFA, ,8,2017,HLB,42,63,1025 S Laramie St,Anaheim,CA,92806,Orange, ,33.823269,-117.879983,196279,-463574
236,5010,17-49360,AM0P06807975,9/11/2017,28.00076294,POSITIVE,Mandarin,CDFA, ,9,2017,HLB,42,63,1669 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.805503,-117.951254,189724,-465689
237,5013,17-50358,AM0P06807978,9/18/2017,34.80222321,POSITIVE,Lemon,CDFA, ,9,2017,HLB,42,63,1777 W Cris Ave,Anaheim,CA,92804,Orange, ,33.808707,-117.94531,190267,-465322
238,5018,17-50767,AM0P06807981,9/19/2017,39.45869064,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,1802 W Harle Ave,Anaheim,CA,92804,Orange, ,33.809026,-117.945979,190204,-465288
239,5034,17-49963,AM0P06807994,9/13/2017,38.86693192,NEG,Orange,CDFA, ,9,2017,HLB,42,63,1929 W Folsom St,Anaheim,CA,92804,Orange, ,33.80636,-117.951604,189690,-465594
240,5036,17-50005,AM0P06807995,9/13/2017,31.51573753,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1923 W Folsom St,Anaheim,CA,92804,Orange, ,33.80636,-117.951422,189707,-465594
241,5037,17-50004,AM0P06807995,9/13/2017,30.71343994,POSITIVE,Calamondin,CDFA, ,9,2017,HLB,42,63,1923 W Folsom St,Anaheim,CA,92804,Orange, ,33.80636,-117.951422,189707,-465594
242,5038,17-50006,AM0P06807995,9/13/2017,33.90502167,POSITIVE,Lemon,CDFA, ,9,2017,HLB,42,63,1923 W Folsom St,Anaheim,CA,92804,Orange, ,33.80636,-117.951422,189707,-465594
243,5039,17-50003,AM0P06807995,9/13/2017,25.06612396,POSITIVE,Sweet Lime,CDFA, ,9,2017,HLB,42,63,1923 W Folsom St,Anaheim,CA,92804,Orange, ,33.80636,-117.951422,189707,-465594
244,5044,17-50000,AM0P06807997,9/13/2017,30.93532944,POSITIVE,Lime,CDFA, ,9,2017,HLB,42,63,1735 S Dallas Dr,Anaheim,CA,92804,Orange, ,33.80499,-117.954145,189458,-465751
245,5045,17-49999,AM0P06807997,9/13/2017,36.93998718,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,1735 S Dallas Dr,Anaheim,CA,92804,Orange, ,33.80499,-117.954145,189458,-465751
246,5052,17-50036,AM0P06807999,9/13/2017,29.84110069,POSITIVE,Grapefruit,CDFA, ,9,2017,HLB,42,63,1914 W Cris Ave,Anaheim,CA,92804,Orange, ,33.80836,-117.950911,189749,-465371
247,5053,17-50044,AM0P06808000,9/13/2017,39.28894424,NEG,Pummelo,CDFA, ,9,2017,HLB,42,63,1608 S Ivanhoe St,Anaheim,CA,92804,Orange, ,33.807933,-117.951129,189730,-465419
248,5085,17-52035,AM0P06808012,9/25/2017,36.67238998,INCON,Lemon,CDFA, ,9,2017,HLB,42,63,1750 W Bowling St,Anaheim,CA,92804,Orange, ,33.816812,-117.943992,190370,-464420
249,5095,17-49559,AM0P06808016,9/12/2017,32.97208405,INCON,Mandarin,CDFA, ,9,2017,HLB,42,63,10341 Ballard Dr,Garden Grove,CA,92840,Orange, ,33.79726,-117.952704,189610,-466606
250,5154,17-50781,AM0P06808064,9/19/2017,39.71216202,NEG,Tangelo,CDFA, ,9,2017,HLB,42,63,1662 W Chateau Pl,Anaheim,CA,92802,Orange, ,33.820898,-117.939991,190730,-463959
251,5157,17-50784,AM0P06808064,9/19/2017,38.78586578,NEG,Kumquat,CDFA, ,9,2017,HLB,42,63,1662 W Chateau Pl,Anaheim,CA,92802,Orange, ,33.820898,-117.939991,190730,-463959
252,5166,17-50753,AM0P06808075,9/19/2017,39.89451981,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,1677 W Palais Rd,Anaheim,CA,92802,Orange, ,33.81376,-117.940365,190713,-464751
253,5248,17-52177,AM0P06808147,9/26/2017,39.13713455,NEG,Orange,CDFA, ,9,2017,HLB,42,63,1829 W Cris Ave,Anaheim,CA,92804,Orange, ,33.808352,-117.947254,190088,-465365
254,5261,17-52223,AM0P06808152,9/26/2017,38.58704376,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,10262 Orangewood Ave,Garden Grove,CA,92840,Orange, ,33.796292,-117.954041,189488,-466716
255,5326,17-52008,AM0P06808224,9/25/2017,37.46774673,NEG,Mandarin,CDFA, ,9,2017,HLB,42,63,11412 Dallas Dr,Garden Grove,CA,92840,Orange, ,33.796987,-117.95342,189544,-466637
256,5336,17-52510,AM0P06808232,9/27/2017,39.32950211,NEG,Tangerine,CDFA, ,9,2017,HLB,42,63,10362 Ballard Dr,Garden Grove,CA,92840,Orange, ,33.797219,-117.952191,189657,-466609
