STR,ACP_ri12,ACP_ri13,ACP_ri14,ACP_ri15,ACP_ri16,ACP_ri17
92734,0.241424119,182.5244541,101.5924052,522.1945282,402.8965915,466.9475792
127426,0.07273704,182.4417707,147.0563045,300.316321,245.0765323,238.9609724
93128,0.120258852,182.3271268,69.96282563,409.5274237,274.8115337,228.8684656
93065,0.139895517,181.5609772,69.79047009,455.5013519,281.1169895,213.7742122
92399,0.203693943,181.206313,138.0814895,507.2799274,508.0157164,278.4515491
127383,0.022012539,181.1904572,94.93913065,299.3148436,233.2469184,150.2539307
92817,0.051747363,180.5088616,98.32730834,301.0839062,341.0540764,173.3991768
91813,0.659261831,180.266564,54.79215498,870.0597736,2360.854598,1088.585208
127413,0,180.1893164,52.70287323,294.1233544,201.9783069,175.9652468
92536,0.226968467,180.1561059,144.6735884,512.5053582,479.8300729,378.0263748
91898,0.208692126,178.6747462,55.66416257,667.7717976,2225.857858,876.7717158
93010,0.085837066,178.2152482,102.153134,454.6571168,216.1919366,204.7491217
92259,0.171604664,178.0476152,132.1483871,575.7661797,581.0436225,244.8110223
127414,0,178.0470229,51.47864084,295.7794059,197.5282536,169.8724183
92423,0.055951349,177.9475482,49.3303923,347.4166984,442.9916733,301.2440853
92561,0.044293675,177.6838325,94.21159938,298.6182784,331.1135528,279.1178704
92496,0,177.6201786,95.14747158,253.7812778,364.119215,283.607935
91797,3.37700041,177.1648648,70.43973891,593.3883382,2024.310191,765.0817344
92353,0.113097898,177.070796,40.3420641,371.9424707,543.1695472,322.1460187
127350,0,176.0168248,75.63815732,303.9021151,224.4848598,131.5296229
92945,0.12177027,175.8310623,99.37152763,498.2826547,274.6420151,258.2478113
92185,0.162563504,175.7900636,123.3474938,571.6618652,596.2550956,218.4263491
92055,0.199512495,175.6267569,67.24084198,567.6648415,1633.9833,720.8342104
92800,0.355329944,174.7999569,92.96097566,470.0723865,369.8298973,440.447366
127447,0.028260337,174.7934766,111.4950144,398.6204361,270.4475661,243.2120612
92425,0.049098237,174.6895121,58.02953534,324.8681685,420.037349,272.6100037
91815,0.336597394,174.6338883,50.61600831,857.7007465,2190.752363,826.8749146
93008,0.107412983,174.4987422,90.7504806,473.3986987,258.7536716,239.8843699
93006,0.137495707,174.2019733,80.85015864,482.6852652,283.6213842,231.6082609
92215,0.065433454,174.1907798,53.65067497,367.3495046,656.1745492,294.9707045
92690,0.049712357,173.9686422,104.1459564,304.8844553,298.8648512,272.3496217
91975,0.076468877,172.8669988,49.14145734,318.3185022,192.4559349,140.6320091
92903,1.672744449,172.573319,8.065052374,372.1309058,77.77046791,121.7366169
92468,0.226193955,172.4918726,145.7443031,448.9236375,442.7365314,301.16529
91817,0.215414176,172.3773356,54.69222638,591.1708792,1996.47959,683.2538181
93129,0.107399443,172.3309832,65.51236851,406.9038527,233.1009622,180.3220027
93126,0.125788654,172.3071038,104.8923025,441.4755136,395.7761416,373.0511831
127430,0.021168062,171.8440705,127.0297943,349.4329234,267.5307194,217.6573497
92133,0.07275473,171.5426649,76.01029884,409.9432837,756.1847641,313.1973494
92904,1.445330578,169.6516445,6.02682326,294.6697164,70.42047018,68.27656364
91884,0,169.3809758,54.34672057,320.3927931,177.8985153,163.8875025
92056,0.122768734,169.378888,57.6450965,512.0952102,1319.634618,540.3585186
93068,0.077260672,169.3739864,84.68053289,390.9802549,184.9136406,156.9172074
127326,0,169.3261789,51.3431366,219.2549967,226.7299744,128.2322082
92881,0.079198151,168.9802499,99.50848187,410.3020074,256.9570319,195.4430471
127523,0.10063686,168.3041775,13.18263694,172.9698025,160.8188574,27.76567101
91977,0.214781457,167.6078182,62.86240893,619.5782884,2078.795483,933.8837359
127446,0.038090456,167.2771617,98.28196663,392.0198677,270.5669269,211.7276277
92285,0.101213927,166.8130351,47.6920086,341.4295892,558.361561,284.8329783
92946,0.094061821,166.5563301,117.2372286,477.9273509,239.6579963,232.9745233
92625,0.04728847,166.5403008,114.7101031,307.7607258,294.7024838,285.8489934
91900,0.149599046,166.3583809,62.86349311,508.5775835,1615.117527,577.98537
92667,0.197938683,165.9741278,122.9390085,563.6054101,452.5306648,457.4836096
91860,0.192217628,165.8988367,111.4150268,494.5664644,606.7672303,169.6974231
93124,0.10310055,165.7857067,160.4845689,490.8779288,373.1622161,500.8745582
92932,0.217196175,165.672998,109.6751343,476.5963194,434.688754,530.8402394
92427,0.0429304,165.6003207,67.14735293,274.0697096,395.6956379,247.9624219
93127,0.126967955,165.2995625,83.08398618,411.0667445,332.9651327,299.0078825
127431,0.017139487,164.6472885,137.4564174,364.5373674,296.3830749,252.2402354
93125,0.117091531,164.5705132,133.9148145,466.0584924,378.0558563,427.4811027
92883,0.063063543,164.3717024,92.39211984,339.4552469,262.9223789,159.2540171
91816,0,164.312845,111.8785839,330.5029627,194.293662,119.6221891
91794,1.469417832,163.1417673,82.84917188,558.0201787,1576.197807,520.7053158
127369,0,163.1060427,60.83291467,254.1498225,189.5215492,154.9011757
92058,0.097675392,163.0320659,63.93582525,443.7256661,1005.115614,384.8896376
92866,0.30422918,162.731562,102.7488237,457.7194043,402.4244299,492.5175957
92110,0.18331411,162.5515894,113.0603283,505.0033026,556.2034276,180.4626562
92429,0,162.3721918,74.52577873,235.252096,370.2781373,248.6660142
91732,0.88559144,162.1765117,60.58506218,594.4525061,2001.168876,763.5960037
92354,0.078051875,162.0139313,48.60130835,328.9814175,488.2061645,284.3794516
127448,0.02193557,161.6463857,116.5325065,346.3181643,256.9818783,225.0449199
92562,0,161.3204276,119.0241643,292.5160718,343.4915127,297.0210839
127436,0,160.6279926,49.92391151,285.1992158,196.0501099,169.3196563
92627,6.037639685,160.4426945,34.5068914,452.050145,226.5508116,280.9041425
89607,0.114595673,159.966645,26.51743459,253.1056994,155.715577,54.78973648
91899,0.012774754,159.908281,74.40520841,309.5715239,195.3176883,127.7494784
92535,0.211943386,159.70523,158.8690211,488.356618,459.1088193,398.2545186
92498,0,159.6785358,113.7998954,255.9430451,367.0476131,308.3655248
91792,0.653566859,159.6322179,80.52488947,520.4241195,1189.870348,366.6402319
127347,0,159.6054238,66.59660802,265.7739522,187.6593567,143.419654
92799,0.239447395,159.5512784,109.8467405,487.6447539,360.3323366,458.5294306
127325,0,159.146534,53.63987593,205.7053795,185.8198104,126.2796998
92217,0.056505005,158.8285834,56.77295158,315.3199193,563.2798619,254.9475875
93067,0.093506669,158.7945236,79.55497616,398.2105399,214.1277312,177.8587666
92329,0.164187317,158.6928175,120.69772,505.4234888,497.2667433,255.3560664
89609,0.247667021,158.5020917,53.44777243,230.9287918,156.7481212,97.94016803
92759,0.042795509,158.4322584,108.4773073,254.6740695,290.5164857,191.7907046
127432,0.014203023,158.2064162,115.4802988,362.5095755,300.4031752,281.193768
91781,0.238194962,158.0604407,91.53875041,424.3121499,662.5024363,208.6421041
91979,0.138393798,157.948675,67.20800656,532.288035,1548.483637,604.4316505
89608,0.144728015,157.4839068,41.10521812,246.2321498,153.1713283,81.35599694
92135,0.061608233,157.0981261,69.2478884,327.2800028,639.8714129,279.6335701
89606,0.092878967,156.864913,18.47834297,220.5560517,170.1561532,40.43539449
127389,0,156.8429244,62.50661919,251.4317663,207.2584745,178.5909915
89600,0.100558646,156.8406024,35.16212939,232.1402189,157.2791217,65.19171681
93066,0.114187042,156.4825616,78.25747226,417.1978672,242.9997947,187.72296
89492,0.041866228,156.2523214,85.58469131,237.3471573,193.3227436,139.7874825
127467,0.045202033,156.1017309,48.28209501,353.5061967,246.5675713,217.4909302
92905,1.283867564,156.0298528,5.197334273,271.9356935,79.97409866,42.82297193
89614,0.127271227,156.0179856,18.39047094,188.2123276,156.8351529,40.08879433
127539,0.105949382,155.5877456,8.571645196,138.1670235,122.7070179,17.03916762
127412,0,155.5343691,58.66726279,275.1571363,207.0879914,176.6205164
92558,3.789972891,154.7118884,33.45333428,395.4031653,206.1082809,206.3162446
89599,0.096813282,153.9566276,23.85842804,235.5808741,156.1991533,49.81121237
91981,0.106652083,153.8627446,67.34254647,442.9599039,1088.092702,392.018678
91818,0.152742928,153.4465662,64.74877973,445.6549353,1477.884074,493.6278902
92034,0.174044728,153.3213977,113.0525911,479.3905941,529.7214223,154.4309846
91902,0.112699327,153.171536,73.08031314,424.6262303,1130.721728,373.1492504
91788,0.40625146,152.4908796,79.37628505,470.5388372,905.7768636,289.9886189
127727,0.486852077,152.2242394,2.346216318,238.0878132,244.6217912,114.2094648
92053,0.127585293,152.0923583,41.93413624,317.4780968,206.517529,160.4787889
127444,0.087382945,152.0034772,109.9561174,268.7398069,207.9117833,163.8753403
127454,0,151.5198249,48.68228377,308.4265228,218.5803716,185.4705277
93069,0.064569591,151.288671,88.36416852,357.4334176,167.1486618,140.4817054
92356,0.043376047,150.4124584,54.66167672,290.427299,441.5206286,253.8219133
92601,0.184336438,150.2515019,162.2607025,557.1258641,499.0577332,482.6002841
92819,0.043076597,149.916188,105.2200509,244.3681856,292.9403178,145.7180568
92839,1.82698176,149.8352891,6.472275939,285.0780288,73.33667389,55.18589898
91733,0.522857516,149.5245882,52.44904214,599.5633225,1948.321652,746.0878501
127437,0,149.4020996,47.4391258,277.7266897,182.9714176,163.9186539
127435,0,149.2877409,56.7811967,274.4583319,215.1289008,176.0187371
92198,0.125488375,149.1950109,52.4427232,385.3697536,221.3295291,329.0470854
92692,0.041812551,149.0992241,127.4967903,275.2200249,308.2302733,223.2435801
92623,5.426596081,149.0473068,55.83209515,498.4343338,286.5952284,276.104587
127434,0,149.0033504,67.51255401,283.8328438,255.1878942,201.3792612
127408,0.016294978,148.906346,113.1788685,327.8162059,246.907151,207.8037372
91731,1.183389071,148.5750954,80.54782075,550.5870505,1741.82793,618.6947533
92948,0.07503393,148.4210945,114.2730892,407.2884723,222.8984996,187.9680617
